"Trx#","Date","Category","ItemName","Price","Order","Discount","TotalAmount","Type","Pcf","Classification"
"47811","02/23/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"47811","02/23/25","Platters and Pulutan","Lechon Kawali 200g","350","1","-","350","Actual Sales","Feb-25","Foods"
"47812","02/23/25","Platters and Pulutan","Tofu Cubes","150","1","-","150","Actual Sales","Feb-25","Foods"
"47813","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47813","02/23/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47814","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47814","02/23/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47815","02/23/25","Platters and Pulutan","Pansit Sisig","150","3","-","450","Actual Sales","Feb-25","Foods"
"47815","02/23/25","Silog","Sisigsilog","140","2","-","280","Actual Sales","Feb-25","Foods"
"47815","02/23/25","Silog","Rice w/ Egg","-","2","-","-","Actual Sales","Feb-25","Foods"
"9087","02/23/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"9088","02/23/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Feb-25","Foods"
"9089","02/23/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"9090","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9090","02/23/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9091","02/23/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"9091","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9091","02/23/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9092","02/23/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9093","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9093","02/23/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9094","02/23/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Feb-25","Foods"
"9094","02/23/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Feb-25","Foods"
"9094","02/23/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9095","02/23/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"9096","02/23/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"9097","02/23/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Feb-25","Foods"
"9098","02/23/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"9099","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9099","02/23/25","Silog","Hotdogsilog","140","1","40.00","100","Actual Sales","Feb-25","Foods"
"9100","02/23/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"9062","02/23/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9062","02/23/25","Menu of the Day","Pork Adobo","75","1","-","75","Actual Sales","Feb-25","Foods"
"9063","02/23/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"9064","02/23/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Feb-25","Foods"
"9066","02/23/25","Platters and Pulutan","Tofu Cubes","150","1","-","150","Actual Sales","Feb-25","Foods"
"9067","02/23/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Feb-25","Foods"
"9068","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9068","02/23/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9069","02/23/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Feb-25","Foods"
"9065","02/23/25","Noodles","LM Calamansi w/ Egg","55","2","-","110","Actual Sales","Feb-25","Foods"
"9065","02/23/25","Silog","Hungariansilog","140","2","-","280","Actual Sales","Feb-25","Foods"
"9065","02/23/25","Silog","Rice w/ Egg","-","2","-","-","Actual Sales","Feb-25","Foods"
"9070","02/23/25","Add-Ons","Rice: Half Plain","15","1","-","15","Actual Sales","Feb-25","Foods"
"9070","02/23/25","Silog","Tocinosilog","140","2","-","280","Actual Sales","Feb-25","Foods"
"9070","02/23/25","Silog","Rice w/ Egg","-","2","-","-","Actual Sales","Feb-25","Foods"
"9071","02/23/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Feb-25","Foods"
"9072","02/23/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9072","02/23/25","Silog","Spamsilog","140","1","40.00","100","Actual Sales","Feb-25","Foods"
"9073","02/23/25","Add-Ons","Egg","15","4","-","60","Actual Sales","Feb-25","Foods"
"9073","02/23/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Feb-25","Foods"
"9073","02/23/25","Add-Ons","Tomato","25","1","-","25","Actual Sales","Feb-25","Foods"
"47633","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47633","02/24/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47634","02/24/25","Platters and Pulutan","Lomi Batangas","250","1","-","250","Actual Sales","Feb-25","Foods"
"47635","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47635","02/24/25","Silog","Bangusilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47636","02/24/25","Noodles","LM Calamansi w/ Egg","55","2","-","110","Actual Sales","Feb-25","Foods"
"47637","02/24/25","Silog","Porkchopsilog","140","2","-","280","Actual Sales","Feb-25","Foods"
"47637","02/24/25","Silog","Rice w/ Egg","-","2","-","-","Actual Sales","Feb-25","Foods"
"47638","02/24/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"47639","02/24/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"47640","02/24/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"47641","02/24/25","Noodles","LM Hot and Spicy","50","1","-","50","Actual Sales","Feb-25","Foods"
"47642","02/24/25","Noodles","LM Hot and Spicy","50","2","-","100","Actual Sales","Feb-25","Foods"
"47644","02/24/25","Silog","Porkchopsilog","140","3","-","420","Actual Sales","Feb-25","Foods"
"47644","02/24/25","Silog","Rice w/ Egg","-","3","-","-","Actual Sales","Feb-25","Foods"
"9074","02/24/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Feb-25","Foods"
"9075","02/24/25","Add-Ons","Toasted Bread","10","2","-","20","Actual Sales","Feb-25","Foods"
"9075","02/24/25","Noodles","LM Calamansi","50","2","-","100","Actual Sales","Feb-25","Foods"
"9076","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9076","02/24/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9077","02/24/25","Add-Ons","Rice: Fried","30","1","-","30","Actual Sales","Feb-25","Foods"
"9078","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9078","02/24/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9079","02/24/25","SW and Pasta","Clubhouse","150","1","42.86","107.14","Actual Sales","Feb-25","Foods"
"9080","02/24/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9041","02/24/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9042","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9042","02/24/25","Silog","Hotdogsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9043","02/24/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9043","02/24/25","Platters and Pulutan","Dinakdakan","300","1","-","300","Actual Sales","Feb-25","Foods"
"9044","02/24/25","Platters and Pulutan","Dinakdakan","300","1","-","300","Actual Sales","Feb-25","Foods"
"9045","02/24/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9045","02/24/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"9045","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9045","02/24/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9046","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9046","02/24/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9047","02/24/25","Noodles","LM Chilimansi w/ Egg","55","2","-","110","Actual Sales","Feb-25","Foods"
"9048","02/24/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"9049","02/24/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"9050","02/24/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9050","02/24/25","Add-Ons","Rice: Half Plain","15","1","-","15","Actual Sales","Feb-25","Foods"
"9050","02/24/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"9051","02/24/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"9052","02/24/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"9053","02/24/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9054","02/24/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9054","02/24/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9055","02/24/25","SW and Pasta","Tuna Sandwich","100","1","28.57","71.43","Actual Sales","Feb-25","Foods"
"9056","02/25/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"9057","02/25/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"9058","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9058","02/25/25","Silog","Longanisasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"9059","02/25/25","Platters and Pulutan","Spicy Hotdog","180","1","-","180","Actual Sales","Feb-25","Foods"
"9060","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"9060","02/25/25","Silog","Tapasilog","140","1","40.00","100","Actual Sales","Feb-25","Foods"
"8701","02/25/25","Platters and Pulutan","Spicy Adidas","200","1","-","200","Actual Sales","Feb-25","Foods"
"8702","02/25/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8704","02/25/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Feb-25","Foods"
"8704","02/25/25","Add-Ons","Toasted Bread","10","1","-","10","Actual Sales","Feb-25","Foods"
"8704","02/25/25","Noodles","Korean Noodles Mild w/ Egg","150","1","-","150","Actual Sales","Feb-25","Foods"
"8705","02/25/25","Add-Ons","Toasted Bread","10","2","-","20","Actual Sales","Feb-25","Foods"
"8706","02/25/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8706","02/25/25","Menu of the Day","Chicken Tinola","75","1","-","75","Actual Sales","Feb-25","Foods"
"8707","02/25/25","Chocolates","Cadbury Roast Almond","150","1","-","150","Actual Sales","Feb-25","Foods"
"8707","02/25/25","Chocolates","Milka Alpin","110","1","-","110","Actual Sales","Feb-25","Foods"
"8708","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"8708","02/25/25","Silog","Porkchopsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"8709","02/25/25","Noodles","LM Hot and Spicy w/ Egg","55","2","-","110","Actual Sales","Feb-25","Foods"
"8703","02/25/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8703","02/25/25","Menu of the Day","Chicken Tinola","75","1","-","75","Actual Sales","Feb-25","Foods"
"40243","02/25/25","Platters and Pulutan","Tokwa't Baboy","250","2","-","500","Actual Sales","Feb-25","Foods"
"40243","02/25/25","Platters and Pulutan","Buttered Corn","180","1","-","180","Actual Sales","Feb-25","Foods"
"40243","02/25/25","Seasonal","Pampano","350","1","-","350","Actual Sales","Feb-25","Foods"
"8710","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"8710","02/25/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"8711","02/25/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Feb-25","Foods"
"8712","02/25/25","SW and Pasta","Ham and Cheese Sandwich","100","1","-","100","Actual Sales","Feb-25","Foods"
"8713","02/25/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"8714","02/25/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"8715","02/25/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"8716","02/25/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"40701","02/25/25","Menu of the Day","Pack Lunch","140","43","-","6","Actual Sales","Feb-25","Foods"
"40701","02/25/25","Menu of the Day",,"-","43","-","-",,"Feb-25","Foods"
"40701","02/25/25","Menu of the Day",,"-","43","-","-",,"Feb-25","Foods"
"40701","02/25/25","Menu of the Day",,"-","43","-","-",,"Feb-25","Foods"
"40702","02/25/25","Menu of the Day","Pack Lunch","140","38","-","5","Actual Sales","Feb-25","Foods"
"40702","02/25/25","Menu of the Day",,"-","38","-","-",,"Feb-25","Foods"
"40702","02/25/25","Menu of the Day",,"-","38","-","-",,"Feb-25","Foods"
"40702","02/25/25","Menu of the Day",,"-","38","-","-",,"Feb-25","Foods"
"40702","02/25/25","Silog","Tapasilog","140","4","-","560","Actual Sales","Feb-25","Foods"
"40702","02/25/25","Silog","Rice w/ Egg","-","4","-","-","Actual Sales","Feb-25","Foods"
"40702","02/25/25","Silog","Hungariansilog","140","3","-","420","Actual Sales","Feb-25","Foods"
"40702","02/25/25","Silog","Rice w/ Egg","-","3","-","-","Actual Sales","Feb-25","Foods"
"40703","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"40703","02/25/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"40704","02/25/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"40704","02/25/25","Add-Ons","Toasted Bread","10","2","-","20","Actual Sales","Feb-25","Foods"
"40704","02/25/25","Noodles","LM Calamansi w/ Egg","55","1","15.71","39.29","Actual Sales","Feb-25","Foods"
"40705","02/25/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"40705","02/25/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40706","02/25/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"40707","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"40707","02/25/25","Silog","Longanisasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"40708","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"40708","02/25/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"40709","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"40709","02/25/25","Silog","Tapasilog","140","1","40.00","100","Actual Sales","Feb-25","Foods"
"40710","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"40710","02/25/25","Silog","Bangusilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"40711","02/25/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"40711","02/25/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Feb-25","Foods"
"40712","02/25/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Feb-25","Foods"
"40713","02/25/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"40713","02/25/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40714","02/25/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40715","02/25/25","Platters and Pulutan","Tofu Cubes","150","1","42.86","107.14","Actual Sales","Feb-25","Foods"
"40716","02/25/25","SW and Pasta","Tuna Sandwich","100","1","28.57","71.43","Actual Sales","Feb-25","Foods"
"40718","02/25/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40719","02/25/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"40720","02/25/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"40720","02/25/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40720","02/25/25","Silog","Longanisasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"40241","02/25/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40242","02/25/25","Noodles","Korean Noodles Mild w/ Egg","150","1","-","150","Actual Sales","Feb-25","Foods"
"40244","02/25/25","Noodles","LM Chilimansi w/ Egg","55","2","-","110","Actual Sales","Feb-25","Foods"
"40245","02/25/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"40246","02/25/25","Noodles","LM Chilimansi w/ Egg","55","4","-","220","Actual Sales","Feb-25","Foods"
"40247","02/25/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"47819","02/26/25","Add-Ons","Rice: Plain","25","1","7.14","17.86","Actual Sales","Feb-25","Foods"
"47819","02/26/25","Menu of the Day","Ampalaya con Carne","75","1","21.43","53.57","Actual Sales","Feb-25","Foods"
"47820","02/26/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"47816","02/26/25","Silog","Bangusilog","140","25","-","3","Actual Sales","Feb-25","Foods"
"47816","02/26/25","Silog","Rice w/ Egg","-","25","-","-","Actual Sales","Feb-25","Foods"
"47816","02/26/25","Silog","Hungariansilog","140","5","-","700","Actual Sales","Feb-25","Foods"
"47816","02/26/25","Silog","Rice w/ Egg","-","5","-","-","Actual Sales","Feb-25","Foods"
"47817","02/26/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47817","02/26/25","Silog","Porkchopsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47818","02/26/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47818","02/26/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47643","02/26/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"47643","02/26/25","Platters and Pulutan","Tofu Cubes","150","1","-","150","Actual Sales","Feb-25","Foods"
"47643","02/26/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Feb-25","Foods"
"47645","02/26/25","Platters and Pulutan","Tofu Cubes","150","1","42.86","107.14","Actual Sales","Feb-25","Foods"
"47646","02/26/25","SW and Pasta","Tuna Sandwich","100","1","-","100","Actual Sales","Feb-25","Foods"
"47647","02/26/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"47647","02/26/25","Noodles","LM Chilimansi","50","1","-","50","Actual Sales","Feb-25","Foods"
"47648","02/26/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47648","02/26/25","Silog","Spamsilog","140","1","40.00","100","Actual Sales","Feb-25","Foods"
"47649","02/26/25","Add-Ons","Toasted Bread","10","10","-","100","Actual Sales","Feb-25","Foods"
"47650","02/26/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"47650","02/26/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"47651","02/26/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"47652","02/26/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Feb-25","Foods"
"47653","02/26/25","Add-Ons","Toasted Bread","10","10","-","100","Actual Sales","Feb-25","Foods"
"47655","02/26/25","Noodles","LM Chilimansi","50","1","-","50","Actual Sales","Feb-25","Foods"
"47655","02/26/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"47656","02/26/25","Add-Ons","Rice: Half Plain","15","1","-","15","Actual Sales","Feb-25","Foods"
"47656","02/26/25","Menu of the Day","Ampalaya con Carne","75","1","-","75","Actual Sales","Feb-25","Foods"
"47657","02/26/25","Nuts and Chips","French Fries","100","1","-","100","Actual Sales","Feb-25","Foods"
"47657","02/26/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"47658","02/26/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"47659","02/26/25","Chocolates","Twix","60","2","-","120","Actual Sales","Feb-25","Foods"
"8717","02/26/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Feb-25","Foods"
"8718","02/26/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Feb-25","Foods"
"8719","02/26/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"8719","02/26/25","Platters and Pulutan","Tofu Cubes","150","1","-","150","Actual Sales","Feb-25","Foods"
"8719","02/26/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"8719","02/26/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"8720","02/26/25","Add-Ons","Rice: Plain","25","1","7.14","17.86","Actual Sales","Feb-25","Foods"
"8720","02/26/25","Menu of the Day","Ampalaya con Carne","75","1","21.43","53.57","Actual Sales","Feb-25","Foods"
"8622","02/26/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8622","02/26/25","Seasonal","Pampano","350","1","-","350","Actual Sales","Feb-25","Foods"
"8623","02/26/25","SW and Pasta","Ham and Cheese Sandwich","100","1","-","100","Actual Sales","Feb-25","Foods"
"8624","02/26/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"8625","02/26/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"8626","02/26/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8627","02/26/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"8628","02/26/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Feb-25","Foods"
"8630","02/26/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8632","02/26/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"8632","02/26/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"8633","02/26/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"8634","02/26/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8636","02/26/25","Platters and Pulutan","Tofu Cubes","150","2","-","300","Actual Sales","Feb-25","Foods"
"8637","02/26/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Feb-25","Foods"
"8638","02/26/25","Nuts and Chips","French Fries","100","1","-","100","Actual Sales","Feb-25","Foods"
"8638","02/26/25","SW and Pasta","Ham and Cheese Sandwich","100","1","-","100","Actual Sales","Feb-25","Foods"
"8639","02/26/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"8639","02/26/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"8639","02/26/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"8639","02/26/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"8640","02/26/25","Add-Ons","Toasted Bread","10","1","-","10","Actual Sales","Feb-25","Foods"
"8640","02/26/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"47761","02/27/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47761","02/27/25","Silog","Bangusilog","140","1","40.00","100","Actual Sales","Feb-25","Foods"
"47762","02/27/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Feb-25","Foods"
"47763","02/27/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Feb-25","Foods"
"47763","02/27/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47763","02/27/25","Silog","Longanisasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47764","02/27/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Feb-25","Foods"
"47765","02/27/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47765","02/27/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47766","02/27/25","SW and Pasta","Ham and Cheese Sandwich","100","1","-","100","Actual Sales","Feb-25","Foods"
"47767","02/27/25","Noodles","LM Calamansi w/ Egg","55","2","-","110","Actual Sales","Feb-25","Foods"
"47768","02/27/25","Add-Ons","Toasted Bread","10","1","-","10","Actual Sales","Feb-25","Foods"
"47768","02/27/25","Noodles","Korean Noodles Mild w/ Egg","150","1","-","150","Actual Sales","Feb-25","Foods"
"47769","02/27/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Feb-25","Foods"
"47770","02/27/25","Noodles","Korean Noodles Mild w/ Egg","150","1","-","150","Actual Sales","Feb-25","Foods"
"47771","02/27/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Feb-25","Foods"
"47771","02/27/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Feb-25","Foods"
"47772","02/27/25","Add-Ons","Toasted Bread","10","4","-","40","Actual Sales","Feb-25","Foods"
"47772","02/27/25","Noodles","Cheessy Canton","60","1","-","60","Actual Sales","Feb-25","Foods"
"47794","02/27/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Feb-25","Foods"
"47794","02/27/25","Platters and Pulutan","Dinakdakan","300","1","-","300","Actual Sales","Feb-25","Foods"
"47794","02/27/25","Platters and Pulutan","Lechon Kawali 200g","350","1","-","350","Actual Sales","Feb-25","Foods"
"47794","02/27/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Feb-25","Foods"
"47794","02/27/25","Platters and Pulutan","Buffalo Chicken Wings","300","1","-","300","Actual Sales","Feb-25","Foods"
